# -b
-118.309239	29.000135
-118.309138	29.000000
# -b
-118.227393	29.000000
-118.227393	29.000135
# -b
-114.605053	29.000135
-114.605053	29.000000
# -b
-113.513188	29.000135
-113.513864	29.000000
# -b
-113.505770	29.000000
-113.505854	29.000135
# -b
-113.562472	29.000135
-113.562404	29.000000
# -b
-112.205708	29.000000
-112.205708	29.000135
# -b
-112.504929	29.000000
-112.504929	29.000135
# -b
-112.154371	29.000000
-112.154371	29.000135
# -b
-118.370844	29.162947
-118.369964	29.163533
-118.369377	29.163533
-118.368497	29.163240
-118.368203	29.162653
-118.368203	29.160893
-118.369084	29.160307
-118.369964	29.160307
-118.370257	29.160600
-118.370844	29.161187
-118.370844	29.162947
# -b
-118.309826	29.001015
-118.309826	29.005415
-118.309239	29.006295
-118.307186	29.006002
-118.306599	29.006882
-118.306306	29.012456
-118.307186	29.013629
-118.307186	29.014803
-118.309826	29.017736
-118.309826	29.018323
-118.311586	29.020083
-118.311586	29.020670
-118.313346	29.022723
-118.313346	29.023603
-118.315106	29.023897
-118.315400	29.024777
-118.315693	29.026830
-118.316573	29.027417
-118.316573	29.040031
-118.317160	29.041205
-118.317453	29.042671
-118.318333	29.043551
-118.318333	29.044138
-118.319213	29.044138
-118.319507	29.044725
-118.320093	29.046192
-118.321560	29.047365
-118.321560	29.048539
-118.321853	29.049125
-118.321853	29.049712
-118.322440	29.050005
-118.323320	29.050005
-118.324200	29.051765
-118.328601	29.056752
-118.329774	29.056752
-118.330947	29.057633
-118.331241	29.057633
-118.332708	29.058513
-118.333001	29.058513
-118.333881	29.059099
-118.336228	29.060273
-118.337401	29.060273
-118.337695	29.060859
-118.340041	29.060859
-118.341215	29.063500
-118.341508	29.063500
-118.341802	29.065260
-118.342388	29.066726
-118.343855	29.067020
-118.344442	29.068193
-118.344735	29.069073
-118.345615	29.069953
-118.345615	29.070833
-118.346202	29.071714
-118.346202	29.073180
-118.347962	29.075234
-118.350015	29.075234
-118.351482	29.076701
-118.352362	29.076701
-118.354122	29.078461
-118.357643	29.078461
-118.358229	29.079341
-118.361163	29.079341
-118.362630	29.079927
-118.363216	29.079927
-118.363803	29.080514
-118.364977	29.082568
-118.365563	29.083448
-118.365857	29.085501
-118.364683	29.086968
-118.364096	29.088728
-118.364096	29.090195
-118.363216	29.091075
-118.363216	29.096942
-118.359990	29.100169
-118.359990	29.101049
-118.358523	29.102222
-118.357643	29.104863
-118.357349	29.106623
-118.356763	29.107209
-118.356469	29.108970
-118.355883	29.109556
-118.355589	29.110436
-118.354416	29.111903
-118.354122	29.113663
-118.353242	29.114543
-118.352949	29.115130
-118.352362	29.116010
-118.352362	29.120997
-118.351482	29.121877
-118.351482	29.124224
-118.352949	29.125984
-118.353242	29.126277
-118.353242	29.127744
-118.352949	29.127744
-118.353242	29.128331
-118.354122	29.129211
-118.354416	29.135078
-118.353242	29.135958
-118.352949	29.136838
-118.353242	29.137718
-118.355883	29.140358
-118.355883	29.144759
-118.356176	29.144759
-118.356763	29.146226
-118.359109	29.148279
-118.359109	29.149452
-118.359403	29.150039
-118.360576	29.150626
-118.361456	29.150919
-118.363803	29.153559
-118.364977	29.153559
-118.367323	29.155613
-118.367617	29.159720
-118.367323	29.160893
-118.366737	29.161187
-118.364390	29.161187
-118.363216	29.160307
-118.358523	29.160307
-118.356763	29.161773
-118.355883	29.162067
-118.355296	29.162653
-118.353242	29.162653
-118.351482	29.164414
-118.350602	29.164707
-118.349135	29.165880
-118.348255	29.166174
-118.348255	29.167054
