# -b
-118.547736	33.000022
-118.547443	32.995328
-118.546856	32.995035
-118.546563	32.993862
-118.546856	32.991515
-118.546270	32.990928
-118.545976	32.987995
-118.544216	32.986821
-118.544216	32.985648
-118.543629	32.985061
-118.542163	32.984474
-118.540109	32.982421
-118.539816	32.981247
-118.539229	32.980661
-118.538349	32.980661
-118.531308	32.973914
-118.529842	32.971567
-118.529255	32.971273
-118.526908	32.970393
-118.526615	32.969220
-118.525441	32.968633
-118.523975	32.966873
-118.522508	32.966286
-118.521334	32.965700
-118.517814	32.961593
-118.517521	32.960713
-118.516641	32.959833
-118.515174	32.956019
-118.515174	32.954846
-118.512827	32.952205
-118.512240	32.951912
-118.511654	32.951619
-118.511360	32.950445
-118.509600	32.948392
-118.508134	32.948098
-118.504320	32.944578
-118.504320	32.943111
-118.501093	32.940471
-118.499626	32.937538
-118.494933	32.933137
-118.494639	32.931964
-118.493759	32.931084
-118.492292	32.930497
-118.491706	32.929910
-118.491706	32.929324
-118.489946	32.928444
-118.489946	32.927857
-118.488772	32.926977
-118.486719	32.925217
-118.485545	32.924630
-118.484959	32.924043
-118.482318	32.922870
-118.472931	32.918176
-118.471464	32.918176
-118.470877	32.917590
-118.468824	32.917003
-118.464424	32.912896
-118.463837	32.912309
-118.462664	32.912309
-118.461490	32.911722
-118.459730	32.911429
-118.458263	32.909962
-118.458263	32.909082
-118.453276	32.904389
-118.452690	32.903215
-118.452396	32.902042
-118.447702	32.897641
-118.446529	32.897055
-118.445062	32.895881
-118.443596	32.895295
-118.442715	32.894121
-118.441249	32.893828
-118.440369	32.892948
-118.439195	32.892361
-118.437728	32.890894
-118.436262	32.890308
-118.433621	32.887667
-118.431568	32.886494
-118.431568	32.885614
-118.430981	32.885027
-118.430101	32.884734
-118.428928	32.883854
-118.428928	32.883267
-118.428634	32.883267
-118.425408	32.880627
-118.425114	32.880040
-118.424234	32.879160
-118.423647	32.879160
-118.422474	32.878280
-118.419834	32.877107
-118.416314	32.873586
-118.413967	32.872413
-118.413087	32.871533
-118.411033	32.870653
-118.406340	32.866253
-118.404873	32.865372
-118.402819	32.863612
-118.401059	32.862732
-118.400472	32.860972
-118.399592	32.860385
-118.398126	32.859799
-118.396072	32.858332
-118.395192	32.858332
-118.394605	32.858039
-118.393725	32.857159
-118.392552	32.856279
-118.391085	32.855105
-118.390792	32.854225
-118.390792	32.853345
-118.389032	32.852465
-118.386685	32.852172
-118.386098	32.851878
-118.384631	32.849825
-118.382578	32.849531
-118.380818	32.848358
-118.379644	32.846891
-118.378764	32.845131
-118.377591	32.844251
-118.376417	32.843664
-118.373777	32.842491
-118.372310	32.842198
-118.370550	32.841317
-118.368203	32.838971
-118.367323	32.838677
-118.366150	32.838091
-118.364683	32.834570
-118.364096	32.833984
-118.364096	32.833397
-118.362630	32.833104
-118.362043	32.832810
-118.360870	32.831050
-118.359109	32.829877
-118.358816	32.828703
-118.355883	32.825476
-118.355589	32.824303
-118.354416	32.823423
-118.353242	32.822836
-118.352656	32.822543
-118.351776	32.822249
-118.349135	32.821076
-118.348549	32.819903
-118.349429	32.819023
-118.350015	32.818729
-118.352069	32.817849
-118.353829	32.816089
-118.354416	32.815796
-118.357349	32.815796
-118.358523	32.816676
-118.362630	32.820489
-118.363216	32.820783
-118.371430	32.820783
-118.371430	32.820783
-118.373190	32.821663
-118.374657	32.821956
-118.376124	32.823129
-118.378178	32.823129
-118.379351	32.824010
-118.382578	32.824890
-118.393725	32.824596
-118.394899	32.823716
-118.396365	32.823716
-118.397539	32.822249
-118.400179	32.822543
-118.400766	32.822249
-118.402526	32.820783
-118.402526	32.818436
-118.403406	32.817262
-118.403406	32.814329
-118.404579	32.812862
-118.405166	32.812569
-118.406633	32.812275
-118.409566	32.810809
-118.413087	32.810809
-118.415140	32.812275
-118.415727	32.811982
-118.416607	32.810809
-118.416607	32.810222
-118.417487	32.809048
-118.417780	32.807875
-118.418954	32.807288
-118.420127	32.806702
-118.421007	32.806408
-118.421301	32.806115
-118.422181	32.804355
-118.422474	32.801715
-118.423354	32.800835
-118.423941	32.800541
-118.424528	32.800248
-118.425114	32.799661
-118.425994	32.799954
-118.427461	32.801715
-118.427461	32.802301
-118.428928	32.802301
-118.430395	32.803768
-118.430688	32.804061
-118.430688	32.810222
-118.431275	32.811102
-118.431568	32.812275
-118.432448	32.812275
-118.433621	32.813155
-118.434208	32.814916
-118.435088	32.816676
-118.436848	32.816676
-118.437435	32.816676
-118.439489	32.814916
-118.440075	32.814916
